id,title,original_title,production_countries,overview,release_date,original_language,genres,runtime,budget,revenue,cast,vote_average,director,keywords,main_country,overview_tokens,overview_lemmas,overview_lemmatized,keywords_tfidf,topic_id
16411,Initial D. Derrapando al límite,頭文字D,"['Hong Kong', 'Japan', 'Thailand']","Durante años Takumi ha entregado en su Toyota AE86 el tofu que elabora su padre. Esto no solo lo ha convertido en un buen conductor, sino que le ha servido para perfeccionar su arte del driffting. Una noche lo desafían a correr contra un GTR y la inesperada victoria final despierta al dios de las carreras que corre por sus venas. Ahora, su nieva fama lo lleva a peligrosas carreras con pilotos profesionales que aspiran a vencerlo.",2005-05-12,cn,"['Acción', 'Crimen', 'Drama']",107,1549000,7096000,"['Jay Chou', 'Anne Suzuki', 'Jordan Chan Siu-Chun']",6.651,Alan Mak,"['car race', 'street race', 'drifting', 'based on manga', 'chinese', 'mountain pass', 'street racing']",Hong Kong,"['años', 'takumi', 'entregado', 'toyota', 'tofu', 'elabora', 'padre', 'solo', 'convertido', 'buen', 'conductor', 'sino', 'servido', 'perfeccionar', 'arte', 'driffting', 'noche', 'desafían', 'correr', 'gtr', 'inesperada', 'victoria', 'final', 'despierta', 'dios', 'carreras', 'corre', 'venas', 'ahora', 'nieva', 'fama', 'lleva', 'peligrosas', 'carreras', 'pilotos', 'profesionales', 'aspiran', 'vencerlo']","['año', 'takumi', 'entregado', 'toyota', 'tofu', 'elaborar', 'padre', 'solo', 'convertido', 'buen', 'conductor', 'sino', 'servido', 'perfeccionar', 'arte', 'driffting', 'noche', 'desafir', 'correr', 'gtr', 'inesperado', 'victoria', 'final', 'despertar', 'dios', 'carrera', 'correr', 'vena', 'ahora', 'nievo', 'fama', 'llevar', 'peligroso', 'carrera', 'piloto', 'profesional', 'aspirar']",año takumi entregado toyota tofu elaborar padre solo convertido buen conductor sino servido perfeccionar arte driffting noche desafir correr gtr inesperado victoria final despertar dios carrera correr vena ahora nievo fama llevar peligroso carrera piloto profesional aspirar,"['correr', 'carrera', 'dios', 'victoria', 'despertar']",1
39204,Detective Conan 9: Estrategia sobre las profundidades,名探偵コナン 水平線上の陰謀,['Japan'],"Hace 15 años el carguero 'Yashiromaru I' se hundió al norte del Océano Atlántico tras chocar contra un iceberg. El trágico accidente provocó conmoción en su tiempo. Conan y compañía resultan invitados al viaje inaugural del Aphrodite, un nuevo crucero de lujo que recorrerá el Pacífico. Una serie de asesinatos convierte el viaje en una pesadilla que aterroriza a los tripulantes por lo que Conan y sus amigos deberán frenar y resolver la situación.",2005-04-09,ja,"['Animación', 'Misterio']",115,0,20768817,"['Minami Takayama', 'Kappei Yamaguchi', 'Wakana Yamazaki']",6.9,Yasuichiro Yamamoto,"['detective', 'anime', 'suspense', 'mystery', 'adventure']",Japan,"['hace', 'años', 'carguero', 'yashiromaru', 'hundió', 'norte', 'océano', 'atlántico', 'tras', 'chocar', 'iceberg', 'trágico', 'accidente', 'provocó', 'conmoción', 'tiempo', 'conan', 'compañía', 'resultan', 'invitados', 'viaje', 'inaugural', 'aphrodite', 'nuevo', 'crucero', 'lujo', 'recorrerá', 'pacífico', 'serie', 'asesinatos', 'convierte', 'viaje', 'pesadilla', 'aterroriza', 'tripulantes', 'conan', 'amigos', 'deberán', 'frenar', 'resolver', 'situación']","['hacer', 'año', 'carguero', 'yashiromaru', 'hundir', 'norte', 'océano', 'atlántico', 'tras', 'chocar', 'iceberg', 'trágico', 'accidente', 'provocar', 'conmoción', 'tiempo', 'conar', 'compañía', 'resultar', 'invitado', 'viaje', 'inaugural', 'aphrodite', 'nuevo', 'crucero', 'lujo', 'recorrer', 'pacífico', 'serie', 'asesinato', 'convertir', 'viaje', 'pesadilla', 'aterrorizo', 'tripulant', 'conar', 'amigo', 'deber', 'frenar', 'resolver', 'situación']",hacer año carguero yashiromaru hundir norte océano atlántico tras chocar iceberg trágico accidente provocar conmoción tiempo conar compañía resultar invitado viaje inaugural aphrodite nuevo crucero lujo recorrer pacífico serie asesinato convertir viaje pesadilla aterrorizo tripulant conar amigo deber frenar resolver situación,"['viaje', 'recorrer', 'pacífico', 'norte', 'trágico']",6
9912,"Burt Munro: Un sueño, una leyenda",The World's Fastest Indian,"['New Zealand', 'Switzerland', 'Japan', 'United States of America']","En los años sesenta, el neozelandés Burt Munro se pasó años perfeccionando una moto Indian de 1920 con el fin de batir un récord de velocidad en las llanuras de sal de Bonneville (Utah).",2005-10-12,en,"['Drama', 'Aventura', 'Historia']",127,25000000,18300000,"['Anthony Hopkins', 'Walton Goggins', 'Diane Ladd']",7.658,Roger Donaldson,"['utah', 'new zealand', ""life's dream"", 'motor sport', 'motorcycle', 'trailer', 'mortgage', '1960s', 'speed records', 'audacious', 'celebratory', 'enthusiastic']",New Zealand,"['años', 'sesenta', 'neozelandés', 'burt', 'munro', 'pasó', 'años', 'perfeccionando', 'moto', 'indian', 'fin', 'batir', 'récord', 'velocidad', 'llanuras', 'sal', 'bonneville', 'utah']","['año', 'sesenta', 'neozelandés', 'burt', 'munro', 'pasar', 'año', 'perfeccionar', 'moto', 'indiar', 'fin', 'batir', 'récord', 'velocidad', 'llanura', 'sal', 'bonneville', 'utah']",año sesenta neozelandés burt munro pasar año perfeccionar moto indiar fin batir récord velocidad llanura sal bonneville utah,"['año', 'fin', 'pasar']",3
540,D.E.B.S. (Espías en acción),D.E.B.S.,['United States of America'],"Historia de un grupo de sexys colegialas agentes secretos. Lucy Diamond (Jordana Brewster), la atractiva jefa de un grupo criminal, ha vuelto a Estados Unidos, y el D.E.B.S., un grupo de espías formado por chicas de instituto, le siguen la pista. Pero cuando su agente más importante, la bella Amy Bradshaw (Sara Foster), desaparece misteriosamente tras enfrentarse cara a cara con la delincuente, el D.E.B.S. comienza a buscar el escondite de Lucy, sin sospechar que quizá Amy no quiera ser rescatada...",2005-03-25,en,"['Acción', 'Comedia', 'Romance']",92,3500000,97446,"['Sara Foster', 'Jordana Brewster', 'Meagan Good']",6.4,Angela Robinson,"['coming out', 'spy', 'punk rock', 'satire', 'lesbian relationship', 'covert operation', 'female protagonist', 'in the closet', 'female spy', 'lgbt', 'subversion', 'female agent', 'schoolgirl uniform', 'lip synching', 'plaid', 'thesis', 'german girl', 'french girl', 'woman director', 'spy spoof', 'teen spy', 'lesbian', 'spies', 'spy comedy']",United States of America,"['historia', 'grupo', 'sexys', 'colegialas', 'agentes', 'secretos', 'lucy', 'diamond', 'jordana', 'brewster', 'atractiva', 'jefa', 'grupo', 'criminal', 'vuelto', 'unidos', 'grupo', 'espías', 'formado', 'chicas', 'instituto', 'siguen', 'pista', 'agente', 'importante', 'bella', 'amy', 'bradshaw', 'sara', 'foster', 'desaparece', 'misteriosamente', 'tras', 'enfrentarse', 'cara', 'cara', 'delincuente', 'comienza', 'buscar', 'escondite', 'lucy', 'sospechar', 'quizá', 'amy', 'quiera', 'ser', 'rescatada']","['historia', 'grupo', 'sexys', 'agent', 'secreto', 'lucy', 'diamond', 'jordano', 'brewster', 'atractivo', 'jefa', 'grupo', 'criminal', 'vuelto', 'unidos', 'grupo', 'espía', 'formado', 'chica', 'instituto', 'seguir', 'pista', 'agente', 'importante', 'bella', 'amy', 'bradshaw', 'sara', 'foster', 'desaparecer', 'misteriosamente', 'tras', 'cara', 'cara', 'delincuente', 'comenzar', 'buscar', 'escondite', 'lucy', 'sospechar', 'quizá', 'amy', 'quiera', 'ser', 'rescatar']",historia grupo sexys agent secreto lucy diamond jordano brewster atractivo jefa grupo criminal vuelto unidos grupo espía formado chica instituto seguir pista agente importante bella amy bradshaw sara foster desaparecer misteriosamente tras cara cara delincuente comenzar buscar escondite lucy sospechar quizá amy quiera ser rescatar,"['cara', 'grupo', 'sara', 'delincuente', 'espía']",7
4379,La madre del novio,Monster-in-Law,"['United States of America', 'Germany']","Charlotte ha conocido a Kevin, el hombre de sus sueños. Sin embargo, su madre teme perder al muchacho, por lo que decide convertirse en la peor suegra del mundo con el fin de deshacerse de su nueva nuera.",2005-05-13,en,"['Romance', 'Comedia']",97,43000000,154749918,"['Jennifer Lopez', 'Jane Fonda', 'Michael Vartan']",6.2,Robert Luketic,"['surgeon', ""man of one's dreams"", 'free spirit', 'falling in love', 'overbearing mother', 'drinking', 'nervous breakdown', 'fiancé fiancée relationship', 'fashion design', 'rich man poor woman', 'scheme', 'wealth differences', 'rich family', 'imminent wedding', 'mother son relationship', 'interfering mother-in-law', 'disapproving parent', 'talk show host', 'best friends', 'controlling parent', 'meddling mother', 'moving in with significant other', 'amused', 'temp worker', 'dogwalker', 'impromptu proposal']",United States of America,"['charlotte', 'conocido', 'kevin', 'hombre', 'sueños', 'embargo', 'madre', 'teme', 'perder', 'muchacho', 'decide', 'convertirse', 'peor', 'suegra', 'mundo', 'fin', 'deshacerse', 'nueva', 'nuera']","['charlotte', 'conocido', 'kevin', 'hombre', 'sueños', 'embargo', 'madre', 'temer', 'perder', 'muchacho', 'decidir', 'peor', 'suegra', 'mundo', 'fin', 'nuevo', 'nuera']",charlotte conocido kevin hombre sueños embargo madre temer perder muchacho decidir peor suegra mundo fin nuevo nuera,"['kevin', 'muchacho', 'peor', 'perder', 'fin']",3
11653,El mito,神話,"['China', 'Hong Kong']","En el 221 A.C. el primer emperador de China, Qin Shihuang, comenzó a edificar una tumba real pese a pretender ser inmortal. El mausoleo se finalizó en 37 años. La leyenda estableció que para asegurar el más absoluto secreto, todos cuantos trabajaron en el proyecto fueron enterrados en vida junto al emperador difunto. No hubo supervivientes. A lo largo de los siguientes 2.000 años, historiadores, buscadores de tumbas, y aventureros sin escrúpulos han estado buscando el tesoro real oculto en el interior. Pero nadie ha logrado localizar siquiera la entrada al mausoleo. Así, el tesoro del primer emperador, en el que se supone que está el célebre y legendario elixir de la juventud, permanece intacto.",2005-05-11,zh,"['Acción', 'Aventura', 'Comedia', 'Drama', 'Fantasía']",130,15000000,6669097,"['Jackie Chan', 'Kim Hee-seon', 'Tony Leung Ka-Fai']",6.347,Stanley Tong Gwai-Lai,"['submissive', 'burlesque', 'great wall of china', 'elixir of life', 'ancient manuscript', 'surgical stitches', 'holy man', 'exotic locale', 'terracotta army', 'speculative', 'curious', 'insecure', 'playful', 'casual', 'factual', 'joyous', 'enthusiastic', 'exuberant', 'frustrated', 'joyful']",China,"['primer', 'emperador', 'china', 'qin', 'shihuang', 'comenzó', 'edificar', 'tumba', 'real', 'pese', 'pretender', 'ser', 'inmortal', 'mausoleo', 'finalizó', 'años', 'leyenda', 'estableció', 'asegurar', 'absoluto', 'secreto', 'cuantos', 'trabajaron', 'proyecto', 'enterrados', 'vida', 'junto', 'emperador', 'difunto', 'supervivientes', 'largo', 'siguientes', 'años', 'historiadores', 'buscadores', 'tumbas', 'aventureros', 'escrúpulos', 'buscando', 'tesoro', 'real', 'oculto', 'interior', 'nadie', 'logrado', 'localizar', 'siquiera', 'entrada', 'mausoleo', 'así', 'tesoro', 'primer', 'emperador', 'supone', 'célebre', 'legendario', 'elixir', 'juventud', 'permanece', 'intacto']","['primero', 'emperador', 'chino', 'qin', 'shihuang', 'comenzar', 'edificar', 'tumba', 'real', 'pese', 'pretender', 'ser', 'inmortal', 'mausoleo', 'finalizar', 'año', 'leyendo', 'establecer', 'asegurar', 'absoluto', 'secreto', 'cuanto', 'trabajar', 'proyecto', 'enterrado', 'vida', 'junto', 'emperador', 'difunto', 'superviviente', 'largo', 'siguiente', 'año', 'historiador', 'buscador', 'tumbas', 'aventurero', 'escrúpulo', 'buscar', 'tesoro', 'real', 'oculto', 'interior', 'nadie', 'logrado', 'localizar', 'siquiera', 'entrada', 'mausoleo', 'así', 'tesoro', 'primero', 'emperador', 'suponer', 'célebre', 'legendario', 'elixir', 'juventud', 'permanecer', 'intacto']",primero emperador chino qin shihuang comenzar edificar tumba real pese pretender ser inmortal mausoleo finalizar año leyendo establecer asegurar absoluto secreto cuanto trabajar proyecto enterrado vida junto emperador difunto superviviente largo siguiente año historiador buscador tumbas aventurero escrúpulo buscar tesoro real oculto interior nadie logrado localizar siquiera entrada mausoleo así tesoro primero emperador suponer célebre legendario elixir juventud permanecer intacto,"['emperador', 'tesoro', 'real', 'primero', 'año']",8
9924,Hard Corps,The Hard Corps,"['Romania', 'United States of America']","Patrick Sauvage (Jean-Claude Van Damme) es un excombatiente que formaba parte de las fuerzas especiales en la Tormenta del Desierto, combatiendo en Afganistán e Irak. Tras volver a su país es contratado para ser uno de los guardaespaldas de un excampeón de los pesos pesados (Razaaq Adoti) que tiene numerosos problemas con un peligroso magnate del Hip-hop (Viv Leacock). Sauvage crea entonces un grupo de veteranos de combate para proteger al boxeador y a su familia, pero todo se complica cuando la hermana del peso pesado (Vivica A. Fox) se enamora de su protector...",2005-07-29,en,"['Acción', 'Suspense']",110,12000000,0,"['Jean-Claude Van Damme', 'Razaaq Adoti', 'Vivica A. Fox']",6.042,Sheldon Lettich,"['martial arts', 'showdown', 'businessman', 'bodyguard', 'rapper', 'special car', 'one man army', 'fighting', 'one against many', 'action hero']",Romania,"['patrick', 'sauvage', 'jean', 'claude', 'van', 'damme', 'excombatiente', 'formaba', 'parte', 'fuerzas', 'especiales', 'tormenta', 'desierto', 'combatiendo', 'afganistán', 'irak', 'tras', 'volver', 'país', 'contratado', 'ser', 'guardaespaldas', 'excampeón', 'pesos', 'pesados', 'razaaq', 'adoti', 'numerosos', 'problemas', 'peligroso', 'magnate', 'hip', 'hop', 'viv', 'leacock', 'sauvage', 'crea', 'entonces', 'grupo', 'veteranos', 'combate', 'proteger', 'boxeador', 'familia', 'complica', 'hermana', 'peso', 'pesado', 'vivica', 'fox', 'enamora', 'protector']","['patrick', 'sauvage', 'jean', 'claude', 'damme', 'excombatiente', 'formar', 'parte', 'fuerza', 'especial', 'tormenta', 'desierto', 'combatir', 'afganistán', 'irak', 'tras', 'volver', 'país', 'contratado', 'ser', 'guardaespalda', 'excampeón', 'peso', 'pesado', 'razaaq', 'adoti', 'numeroso', 'problema', 'peligroso', 'magnate', 'hip', 'hop', 'viv', 'leacock', 'sauvage', 'creer', 'entonces', 'graber', 'veteranos', 'combate', 'proteger', 'boxeador', 'familia', 'complico', 'hermana', 'peso', 'pesado', 'vivico', 'fox', 'enamorar', 'protector']",patrick sauvage jean claude damme excombatiente formar parte fuerza especial tormenta desierto combatir afganistán irak tras volver país contratado ser guardaespalda excampeón peso pesado razaaq adoti numeroso problema peligroso magnate hip hop viv leacock sauvage creer entonces graber veteranos combate proteger boxeador familia complico hermana peso pesado vivico fox enamorar protector,"['jean', 'combate', 'boxeador', 'tormenta', 'contratado']",7
47525,The Magic of Ordinary Days,The Magic of Ordinary Days,['United States of America'],Sin descripción disponible.,2005-01-30,en,"['Drama', 'Romance', 'Película de TV']",120,0,0,"['Keri Russell', 'Skeet Ulrich', 'Mare Winningham']",7.243,Brent Shields,[],United States of America,"['descripción', 'disponible']","['descripción', 'disponible']",descripción disponible,"['descripción', 'disponible']",3
6519,Dos chalados y muchas curvas,The Dukes of Hazzard,['United States of America'],"Basada en una popular serie norteamericana de mismo título emitida en los años 1979-1985. La historia relata las aventuras de los primos Bo y Luke Duke, quienes con las ayuda de su prima Daisy y el tío Jesse, intentan salvar la granja familiar de ser destruida por el malvado sheriff Hogg.",2005-08-05,en,"['Comedia', 'Aventura', 'Acción']",106,50000000,110803676,"['Johnny Knoxville', 'Seann William Scott', 'Jessica Simpson']",5.559,Jay Chandrasekhar,"['farm', 'sheriff', 'bikini', 'redneck', 'moonshine']",United States of America,"['basada', 'popular', 'serie', 'norteamericana', 'mismo', 'título', 'emitida', 'años', 'historia', 'relata', 'aventuras', 'primos', 'luke', 'duke', 'ayuda', 'prima', 'daisy', 'tío', 'jesse', 'intentan', 'salvar', 'granja', 'familiar', 'ser', 'destruida', 'malvado', 'sheriff', 'hogg']","['basado', 'popular', 'serie', 'norteamericano', 'mismo', 'título', 'emitida', 'año', 'historio', 'relatar', 'aventura', 'prir', 'luke', 'duke', 'ayuda', 'prima', 'daisy', 'tío', 'jesse', 'intentar', 'salvar', 'granja', 'familiar', 'ser', 'destruir', 'malvar', 'sheriff', 'hogg']",basado popular serie norteamericano mismo título emitida año historio relatar aventura prir luke duke ayuda prima daisy tío jesse intentar salvar granja familiar ser destruir malvar sheriff hogg,"['relatar', 'sheriff', 'granja', 'tío', 'título']",5
9763,¡Goool! La película,Goal!,"['Switzerland', 'United Kingdom', 'United States of America']","Como millones de niños de todo el mundo, Santiago tiene el sueño de ser un jugador de fútbol profesional. Sin embargo, viviendo en una barriada de Los Angeles, piensa que es un sueño difícil de cumplirse. Cuando el pequeño Santiago Munez (Kuno Becker) cruza la frontera de México y se traslada a América con su familia, sólo tiene dos posesiones: su balón de fútbol y una foto de la Copa del Mundo hecha jirones.",2005-09-29,en,['Drama'],118,10000000,27610873,"['Kuno Becker', 'Alessandro Nivola', 'Anna Friel']",6.758,Danny Cannon,"['sports', 'restaurant', 'coach', 'football (soccer)', 'computer game']",Switzerland,"['millones', 'niños', 'mundo', 'santiago', 'sueño', 'ser', 'jugador', 'fútbol', 'profesional', 'embargo', 'viviendo', 'barriada', 'angeles', 'piensa', 'sueño', 'difícil', 'cumplirse', 'pequeño', 'santiago', 'munez', 'kuno', 'becker', 'cruza', 'frontera', 'méxico', 'traslada', 'américa', 'familia', 'sólo', 'dos', 'posesiones', 'balón', 'fútbol', 'foto', 'copa', 'mundo', 'hecha', 'jirones']","['millón', 'niño', 'mundo', 'santiago', 'sueño', 'ser', 'jugador', 'fútbol', 'profesional', 'embargo', 'vivir', 'barriado', 'angel', 'pensar', 'sueño', 'difícil', 'pequeño', 'santiago', 'munez', 'kuno', 'becker', 'cruzo', 'frontera', 'méxico', 'trasladar', 'américa', 'familia', 'sólo', 'dos', 'posesión', 'balón', 'fútbol', 'foto', 'copa', 'mundo', 'hecho', 'jirón']",millón niño mundo santiago sueño ser jugador fútbol profesional embargo vivir barriado angel pensar sueño difícil pequeño santiago munez kuno becker cruzo frontera méxico trasladar américa familia sólo dos posesión balón fútbol foto copa mundo hecho jirón,"['fútbol', 'sueño', 'mundo', 'américa', 'frontera']",9
2652,Hard Candy,Hard Candy,['United States of America'],"Un fotógrafo de 32 años queda con una chica adolescente a la que ha conocido a través de Internet. Después de tomar un café, la lleva a su casa con el propósito de hacerle unas fotos. Sin embargo, la joven no ha quedado con él por casualidad...",2005-01-14,en,"['Drama', 'Suspense']",104,950000,7000000,"['Elliot Page', 'Patrick Wilson', 'Sandra Oh']",6.814,David Slade,"['pedophilia', 'suicide', 'rape', 'age difference', 'photographer', 'sadism', 'insanity', 'shower', 'menace', 'lie', 'manipulation', 'castration', 'deception', 'sociopath', 'vigilante', 'neighbor', 'teenage girl', 'torture', 'sadist', 'pedophile', 'cruelty', 'older man younger woman relationship', 'justice', 'held captive', 'mental illness', 'threat', 'sexual torture', 'childhood sexual abuse', 'photo studio', 'verbal abuse', 'bold']",United States of America,"['fotógrafo', 'años', 'queda', 'chica', 'adolescente', 'conocido', 'través', 'internet', 'después', 'tomar', 'café', 'lleva', 'casa', 'propósito', 'hacerle', 'unas', 'fotos', 'embargo', 'joven', 'quedado', 'casualidad']","['fotógrafo', 'año', 'quedar', 'chico', 'adolescente', 'conocido', 'través', 'internet', 'después', 'tomar', 'café', 'llevar', 'casa', 'propósito', 'uno', 'foto', 'embargo', 'joven', 'quedado', 'casualidad']",fotógrafo año quedar chico adolescente conocido través internet después tomar café llevar casa propósito uno foto embargo joven quedado casualidad,"['casualidad', 'quedado', 'propósito', 'través', 'uno']",3
13922,El gran rescate,The Great Raid,['United States of America'],"A finales de la Segunda Guerra Mundial, en enero de 1945, los hombres del sexto batallón de Rangers, a las órdenes del teniente coronel Henry Mucci, llevaron a cabo una peligrosa misión en Filipinas: recorrer 30 millas a través de un territorio dominado por los japoneses para intentar rescatar a 500 prisioneros de guerra. Inspirada en hechos reales.",2005-08-12,en,"['Acción', 'Historia', 'Bélica']",132,80000000,10166502,"['Benjamin Bratt', 'James Franco', 'Connie Nielsen']",6.543,John Dahl,"['based on novel or book', 'war crimes', 'narration', 'world war ii', 'prisoner of war', 'rescue mission', 'us army', 'based on true story', 'historical fiction', 'soldier', 'special forces', 'military', '1940s']",United States of America,"['finales', 'segunda', 'guerra', 'mundial', 'enero', 'hombres', 'sexto', 'batallón', 'rangers', 'órdenes', 'teniente', 'coronel', 'henry', 'mucci', 'llevaron', 'cabo', 'peligrosa', 'misión', 'filipinas', 'recorrer', 'millas', 'través', 'territorio', 'dominado', 'japoneses', 'intentar', 'rescatar', 'prisioneros', 'guerra', 'inspirada', 'hechos', 'reales']","['final', 'segundo', 'guerra', 'mundial', 'enero', 'hombre', 'sexto', 'batallón', 'rangers', 'órden', 'teniente', 'coronel', 'henry', 'mucci', 'llevar', 'cabo', 'peligroso', 'misión', 'filipino', 'recorrer', 'milla', 'través', 'territorio', 'dominado', 'japonés', 'intentar', 'rescatar', 'prisionero', 'guerra', 'inspirado', 'hecho', 'real']",final segundo guerra mundial enero hombre sexto batallón rangers órden teniente coronel henry mucci llevar cabo peligroso misión filipino recorrer milla través territorio dominado japonés intentar rescatar prisionero guerra inspirado hecho real,"['guerra', 'prisionero', 'recorrer', 'inspirado', 'japonés']",2
11683,La tierra de los muertos vivientes,Land of the Dead,"['Canada', 'United States of America', 'France']","En el mundo actual, los muertos vivientes ocupan una tierra desértica mientras intentan llevar una vida normal a las afueras de una ciudad fortificada. Un día se rebelan y deciden atacar la urbe.",2005-06-18,en,"['Terror', 'Ciencia ficción', 'Suspense']",93,15000000,47074133,"['Simon Baker', 'John Leguizamo', 'Dennis Hopper']",6.195,George A. Romero,"['dystopia', 'cage', 'zombie', 'zombie apocalypse', 'apocalyptic vision']",Canada,"['mundo', 'actual', 'muertos', 'vivientes', 'ocupan', 'tierra', 'desértica', 'mientras', 'intentan', 'llevar', 'vida', 'normal', 'afueras', 'ciudad', 'fortificada', 'día', 'rebelan', 'deciden', 'atacar', 'urbe']","['mundo', 'actual', 'muerto', 'viviente', 'ocupar', 'tierra', 'desértico', 'mientras', 'intentar', 'llevar', 'vida', 'normal', 'afuera', 'ciudad', 'fortificado', 'día', 'rebelar', 'decidir', 'atacar', 'urbe']",mundo actual muerto viviente ocupar tierra desértico mientras intentar llevar vida normal afuera ciudad fortificado día rebelar decidir atacar urbe,"['afuera', 'ocupar', 'normal', 'atacar', 'muerto']",9
74078,Cicatrices del alma,Cicatrices,['Mexico'],"Julián y Clara son un matrimonio de clase alta que están sumergidos en una pelea diaria por demostrar quien tiene la última palabra en el hogar. Al principio fueron gritos, después insultos hasta que llegaron a las agresiones mutuas. Situaciones que llevaron a la pareja a ponerle un punto final a su deteriorada relación donde su pequeño hijo será quien se lleve la peor parte.",2005-09-16,es,['Drama'],105,0,0,"['Nora Salinas', 'Rodrigo Abed', 'Bryan Rangel']",7.504,Paco del Toro,"['fight', 'domestic abuse', 'abuse', 'dysfunctional']",Mexico,"['julián', 'clara', 'matrimonio', 'clase', 'alta', 'sumergidos', 'pelea', 'diaria', 'demostrar', 'última', 'palabra', 'hogar', 'principio', 'gritos', 'después', 'insultos', 'llegaron', 'agresiones', 'mutuas', 'situaciones', 'llevaron', 'pareja', 'ponerle', 'punto', 'final', 'deteriorada', 'relación', 'pequeño', 'hijo', 'lleve', 'peor', 'parte']","['julián', 'claro', 'matrimonio', 'clase', 'alto', 'sumergido', 'pelea', 'diario', 'demostrar', 'último', 'palabra', 'hogar', 'principio', 'grito', 'después', 'insulto', 'llegar', 'agresión', 'mutuo', 'situación', 'llevar', 'pareja', 'punto', 'final', 'deteriorado', 'relación', 'pequeño', 'hijo', 'llevar', 'peor', 'parte']",julián claro matrimonio clase alto sumergido pelea diario demostrar último palabra hogar principio grito después insulto llegar agresión mutuo situación llevar pareja punto final deteriorado relación pequeño hijo llevar peor parte,"['llevar', 'claro', 'pelea', 'peor', 'principio']",1
5834,The L.A. Riot Spectacular,The L.A. Riot Spectacular,['United States of America'],Sin descripción disponible.,2005-04-25,en,['Comedia'],80,0,0,"['Snoop Dogg', 'T.K. Carter', 'Charles S. Dutton']",2.6,Marc Klasfeld,"['race politics', 'xenophobia']",United States of America,"['descripción', 'disponible']","['descripción', 'disponible']",descripción disponible,"['descripción', 'disponible']",3
148,La vida secreta de las palabras,The Secret Life of Words,"['Ireland', 'Spain']",La conmovedora historia de una chica sordomuda a la que envían a una plataforma petrolífera para cuidar de un hombre que se ha quedado ciego en un terrible accidente. La chica tiene una habilidad especial para conectar con los hombres a bordo.,2005-12-15,en,"['Romance', 'Drama']",112,5000000,0,"['Sarah Polley', 'Tim Robbins', 'Javier Cámara']",7.0,Isabel Coixet,"['factory worker', 'dying and death', 'depression', 'factory', 'nurse', 'yugoslavia', 'dubrovnik', 'war crimes', 'loss of loved one', 'torture', 'oil platform', 'woman director', 'hearing impaired']",Ireland,"['conmovedora', 'historia', 'chica', 'sordomuda', 'envían', 'plataforma', 'petrolífera', 'cuidar', 'hombre', 'quedado', 'ciego', 'terrible', 'accidente', 'chica', 'habilidad', 'especial', 'conectar', 'hombres', 'bordo']","['conmovedora', 'historio', 'chico', 'sordomudo', 'envir', 'plataforma', 'petrolífera', 'cuidar', 'hombre', 'quedado', 'ciego', 'terrible', 'accidente', 'chico', 'habilidad', 'especial', 'conectar', 'hombre', 'bordo']",conmovedora historio chico sordomudo envir plataforma petrolífera cuidar hombre quedado ciego terrible accidente chico habilidad especial conectar hombre bordo,"['chico', 'hombre', 'bordo', 'quedado', 'especial']",3
